comment_text,brand,search_term,source,additional_info
"She really love you bro",Dior,love,TikTok,"{ likes: 38, date: '2024-01-10 19:19:15'}"
"LOVE YOU 🥰🥰😂😂😂",Zara,love,TikTok,"{ likes: 5, date: '2024-01-10 19:21:59'}"
"@✿🫧LIZBETH🫧✿ that’s worth a million fs😭😭",Dior,worth,TikTok,"{ likes: 2, date: '2024-01-10 20:37:50'}"
"Love all things Gucci. Especially the Disney lines. Exquisite.",Gucci,love,TikTok,"{ likes: 11, date: '2024-01-10 21:30:04'}"
"RUNNNNINNGG to my local H&M! I have that long sleeve version from them but love that short sleeve one on you 🤩",H&M,love,TikTok,"{ likes: 23, date: '2024-01-10 22:06:34'}"
"my son join to the trend !!! 😂😂😂 [photo]",Zara,trend,TikTok,"{ likes: 4, date: '2024-01-10 22:47:21'}"
"i love this top! perfect for summer 😍",H&M,love,TikTok,"{ likes: 0, date: '2024-01-11 00:20:15'}"
"Omg this is so cuteeee i love lulu!!",Lululemon,love,TikTok,"{ likes: 1, date: '2024-01-11 05:17:03'}"
"@Dior I would LOVE the gift bag! (Bag too but I’d be totally over the moon with the gift bag!)",Dior,love,TikTok,"{ likes: 0, date: '2024-01-11 08:03:59'}"
"All the colors are so good but I’m such a sucker for a feminine white top!! Looks so cute on you!!! 🤍",H&M,color,TikTok,"{ likes: 2, date: '2024-01-11 09:59:59'}"
"rip off prada",Lululemon,Prada,TikTok,"{ likes: 2, date: '2024-01-11 11:11:03'}"
"i'm done with this trend",Dior,trend,TikTok,"{ likes: 18, date: '2024-01-11 12:20:34'}"
"how i love being a woman !!",Dior,love,TikTok,"{ likes: 2, date: '2024-01-11 15:57:06'}"
"so this is love....",Louis Vuitton,love,TikTok,"{ likes: 5, date: '2024-01-11 18:09:04'}"
"Bro my H&M must be broken or something cuz it doesn’t look like this😭😭",H&M,like,TikTok,"{ likes: 0, date: '2024-01-11 18:15:12'}"
"DIOR NAAAAOO DIOR NAO😭😭",Dior,Dior,TikTok,"{ likes: 9, date: '2024-01-11 19:25:52'}"
"so real prada black mid af",Prada,Prada,TikTok,"{ likes: 0, date: '2024-01-11 21:40:34'}"
"Sambas are the best!",Adidas,best,TikTok,"{ likes: 3, date: '2024-01-12 00:01:55'}"
"Love love love 🥰",Zara,love,TikTok,"{ likes: 1, date: '2024-01-12 02:33:32'}"
"I have two vanities they're both the same size this is Pat and leather and white and this is lambskin cream classic flap this is what I got a Copenhag",Chanel,classic,TikTok,"{ likes: 0, date: '2024-01-12 04:39:12'}"
"I got mine on their site in white and black I LOVE them so much!",H&M,love,TikTok,"{ likes: 14, date: '2024-01-12 05:52:29'}"
"Me when I thought that was skin😲😨😨😰",Lululemon,thought,TikTok,"{ likes: 0, date: '2024-01-12 06:00:32'}"
"Don't know... But this looks like AI 😂",Zara,like,TikTok,"{ likes: 0, date: '2024-01-12 06:07:34'}"
"I don’t like this..",Lululemon,like,TikTok,"{ likes: 0, date: '2024-01-12 08:22:28'}"
"i hate shein",Lululemon,hate,TikTok,"{ likes: 0, date: '2024-01-12 12:42:29'}"
"cool but i want the $30k 4 person dior picnic set",Dior,Dior,TikTok,"{ likes: 2, date: '2024-01-12 13:43:28'}"
"I thoughts is a human",Chanel,thought,TikTok,"{ likes: 0, date: '2024-01-12 13:53:46'}"
"@aramees 💕 thought of you",Dior,thought,TikTok,"{ likes: 3, date: '2024-01-12 14:52:51'}"
"DIORRRRRRRRRRRRRRRRRR NOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO 😔😔😫😫",Dior,Dior,TikTok,"{ likes: 1, date: '2024-01-12 15:46:36'}"
"Love love x",Cartier,love,TikTok,"{ likes: 0, date: '2024-01-12 17:07:17'}"
"Does anyone know the nike nightstand price?",Nike,price,TikTok,"{ likes: 1, date: '2024-01-12 17:16:06'}"
"😂i thought he's cooking his ex",Chanel,thought,TikTok,"{ likes: 0, date: '2024-01-12 18:14:56'}"
"Loved him in Saltburn",Gucci,love,TikTok,"{ likes: 26, date: '2024-01-12 18:53:22'}"
"prada l'homme intense is winter and cold weather KING 🤴",,,TikTok,"{ likes: nan, date: 'nan'}"
"I love how happy he is 💖💖💖",Gucci,love,TikTok,"{ likes: 74, date: '2024-01-12 19:48:42'}"
"l would love palestinain more them isreal fy isreal",Zara,love,TikTok,"{ likes: 0, date: '2024-01-12 19:56:26'}"
"dior hits different.",Dior,Dior,TikTok,"{ likes: 2, date: '2024-01-12 20:08:28'}"
"He’s so handsome! I love how confident his smile is these days. 🥰",Gucci,love,TikTok,"{ likes: 408, date: '2024-01-12 20:17:18'}"
"was it worth it",Dior,worth,TikTok,"{ likes: 1, date: '2024-01-12 20:44:32'}"
"At least SHEINs is not like 70$ for one😭",Lululemon,like,TikTok,"{ likes: 1, date: '2024-01-12 22:48:23'}"
"I thought it was a dead child",Chanel,thought,TikTok,"{ likes: 0, date: '2024-01-12 23:17:46'}"
"he looks great! I love the jacket",Gucci,love,TikTok,"{ likes: 241, date: '2024-01-12 23:22:55'}"
"He looks great #stoptranshate ⚧️💕",Gucci,hate,TikTok,"{ likes: 41, date: '2024-01-12 23:35:45'}"
"I actually love this collection. Although it’s a little less design and more style. But I love it.",Gucci,love,TikTok,"{ likes: 14, date: '2024-01-12 23:46:35'}"
"I love pink sm 🩰🎀🌸",Dior,love,TikTok,"{ likes: 3, date: '2024-01-12 23:47:06'}"
"always looks so uncomfortable",Gucci,comfortable,TikTok,"{ likes: 43, date: '2024-01-13 00:30:44'}"
"A company worth respecting🥰",Zara,worth,TikTok,"{ likes: 4, date: '2024-01-13 00:43:20'}"
"love the packaging.",Dior,love,TikTok,"{ likes: 0, date: '2024-01-13 01:06:20'}"
"love his outfit!!! love his smile!! 🤩",Gucci,love,TikTok,"{ likes: 11, date: '2024-01-13 02:19:37'}"
"Just got Prada l’homme today. It’s greattt",Prada,Prada,TikTok,"{ likes: 0, date: '2024-01-13 02:59:55'}"
"I love dragons they so beautiful ❤️❤️❤️❤️",Zara,love,TikTok,"{ likes: 2, date: '2024-01-13 05:00:25'}"
"i thought she ate the gomu gomu no mi 💀",Lululemon,thought,TikTok,"{ likes: 0, date: '2024-01-13 06:41:38'}"
"Google the price tag waitse hare kitla re kgaba.😂",Louis Vuitton,price,TikTok,"{ likes: 16, date: '2024-01-13 07:12:11'}"
"the way you guys waste your time misgendering him when he literally doesn't care and lives rich and happy",Gucci,waste,TikTok,"{ likes: 568, date: '2024-01-13 07:29:50'}"
"I haveeeee alllllll Dior stuffs✨",Dior,Dior,TikTok,"{ likes: 0, date: '2024-01-13 08:36:10'}"
"and this is how the advertising is going on freely... love it",Zara,love,TikTok,"{ likes: 0, date: '2024-01-13 09:48:24'}"
"l love it ❤️🥰",Zara,love,TikTok,"{ likes: 0, date: '2024-01-13 11:31:42'}"
"to distract you from the price😂",Zara,price,TikTok,"{ likes: 0, date: '2024-01-13 12:23:22'}"
"He looks amazing it's so lovely to see such a big smile❤️",Gucci,love,TikTok,"{ likes: 146, date: '2024-01-13 12:12:27'}"
"u are really the best 🥰🥰",Zara,best,TikTok,"{ likes: 0, date: '2024-01-13 12:54:44'}"
"he looks so happy and confident I love it 😭😭😭",Gucci,love,TikTok,"{ likes: 168, date: '2024-01-13 13:06:34'}"
"Like the ones in the pool 😍💯",Zara,like,TikTok,"{ likes: 0, date: '2024-01-13 13:15:03'}"
"From South Africa 🇿🇦 Love you Palestine 🇵🇸🤞🏼",Zara,love,TikTok,"{ likes: 42, date: '2024-01-13 13:20:34'}"
"he looks so fully happy I love this for him",Gucci,love,TikTok,"{ likes: 708, date: '2024-01-13 13:35:28'}"
"King love him",Gucci,love,TikTok,"{ likes: 15, date: '2024-01-13 13:50:03'}"
"I need just 5 of this With different colors 🤲😭🥹🥰",Louis Vuitton,color,TikTok,"{ likes: 2, date: '2024-01-13 15:25:33'}"
"No 1 and 3 #best",Zara,best,TikTok,"{ likes: 0, date: '2024-01-13 17:22:02'}"
"I hate this trend",Dior,trend,TikTok,"{ likes: 0, date: '2024-01-13 17:24:00'}"
"Best jacket 🗣️",Uniqlo,best,TikTok,"{ likes: 3, date: '2024-01-13 17:42:20'}"
"dumbest looking clothes ever.",Gucci,best,TikTok,"{ likes: 6, date: '2024-01-13 18:47:47'}"
"that is so adorable🥰🥰🥰I'm inlove",Zara,love,TikTok,"{ likes: 0, date: '2024-01-13 19:34:32'}"
"These comments are honestly embarrassing I think he looks so much more happier and I love that for him",Gucci,love,TikTok,"{ likes: 8, date: '2024-01-13 19:43:35'}"
"I wish cute tops looked good on my body but I have big boobs and I always look like someone’s grandma :(",H&M,like,TikTok,"{ likes: 2, date: '2024-01-13 19:53:11'}"
"I’m not short enough to tuck the airism tees in like this guy",Uniqlo,like,TikTok,"{ likes: 13, date: '2024-01-13 20:33:13'}"
"I have the same one love you lululemon",Lululemon,love,TikTok,"{ likes: 0, date: '2024-01-13 21:35:14'}"
"I thought I was the only one to know this ❤️❤️😂",Chanel,thought,TikTok,"{ likes: 0, date: '2024-01-13 23:00:06'}"
"UGH I LOVE MY H&M",H&M,love,TikTok,"{ likes: 0, date: '2024-01-13 23:21:33'}"
"looks like I've scrolled past my search😞",Lululemon,like,TikTok,"{ likes: 1, date: '2024-01-14 00:01:55'}"
"no bro i immediately thought that was lechon baboy",Chanel,thought,TikTok,"{ likes: 0, date: '2024-01-14 01:13:30'}"
"As a man this is the dumbest shit ever nobody wears this",Gucci,best,TikTok,"{ likes: 2, date: '2024-01-14 04:48:33'}"
"Do people actually waste the money on this clothing?",Gucci,waste,TikTok,"{ likes: 2, date: '2024-01-14 05:08:43'}"
"it looks like you're pulling the skin😭",Lululemon,like,TikTok,"{ likes: 0, date: '2024-01-14 05:22:55'}"
"Too funny but @Julio Janpierre does it better it’s hilarious 😆",Zara,better,TikTok,"{ likes: 1, date: '2024-01-14 06:08:53'}"
"i hate sambas",Adidas,hate,TikTok,"{ likes: 0, date: '2024-01-14 06:27:07'}"
"that’s something else like I was just doing a little math and like $48 right so that but let’s say 35 grams so 48 x 35 that’s $1680 and they selling it for 7k like wth…….",Cartier,like,TikTok,"{ likes: 0, date: '2024-01-14 08:55:53'}"
"Who’s walking round wearing matching gloves",Gucci,love,TikTok,"{ likes: 2, date: '2024-01-14 09:56:50'}"
"Waste of my life.",,,TikTok,"{ likes: nan, date: 'nan'}"
"I like it on you 🔥",Zara,like,TikTok,"{ likes: 0, date: '2024-01-14 12:01:53'}"
"Better than the genocide campaign",Zara,better,TikTok,"{ likes: 0, date: '2024-01-14 12:16:28'}"
"So dressing men in women’s clothing is the best they can do.",Gucci,best,TikTok,"{ likes: 2, date: '2024-01-14 14:28:44'}"
"That looks so uncomfortable",Gucci,comfortable,TikTok,"{ likes: 2, date: '2024-01-14 14:29:21'}"
"omg my mom Has the same Bag it was Worth around 330K Php",Dior,worth,TikTok,"{ likes: 0, date: '2024-01-14 14:40:26'}"
"started doing a drinking game w my friend which is every time you see someone wearing a popular shoe - drink! It’s a lil dangerous icl",Adidas,popular,TikTok,"{ likes: 22, date: '2024-01-14 14:41:48'}"
"Y’all stole $400 from me and refuse to fix it. Been going back and forth with Customer service for a wek",Zara,customer service,TikTok,"{ likes: 1, date: '2024-01-14 14:43:28'}"
"STILL LOVE THEMMMMM",Adidas,love,TikTok,"{ likes: 1, date: '2024-01-14 15:03:29'}"
"The socks look better",Nike,better,TikTok,"{ likes: 0, date: '2024-01-14 15:38:54'}"
"Why do I feel like Zara is paying influencers cuz their sales are down due to boycotting them cuz of their stands on 🇵🇸🤔",Zara,like,TikTok,"{ likes: 18, date: '2024-01-14 15:51:21'}"
"price btao Bhai ?",Nike,price,TikTok,"{ likes: 17, date: '2024-01-14 16:02:48'}"
"We need a 3rd 4th and on…. Love it",Zara,love,TikTok,"{ likes: 0, date: '2024-01-14 16:03:54'}"
"Wow! Now this is worth the money !!!! 🥰",Gucci,worth,TikTok,"{ likes: 7, date: '2024-01-14 16:43:08'}"
"Ellen Page was so much better.",Gucci,better,TikTok,"{ likes: 542, date: '2024-01-14 19:42:23'}"
"You look like Kobe Bryant",Lululemon,like,TikTok,"{ likes: 147, date: '2024-01-14 20:54:04'}"
"I have the shein but it's blue and I love it",Lululemon,love,TikTok,"{ likes: 0, date: '2024-01-14 21:35:34'}"
"My h&m kids section is not like this",H&M,like,TikTok,"{ likes: 3318, date: '2024-01-14 22:25:19'}"
"I really like them but they're just too flat for me I need the double sole",Adidas,like,TikTok,"{ likes: 55, date: '2024-01-14 23:08:46'}"
"Way too many scratches on those for the price",Cartier,price,TikTok,"{ likes: 0, date: '2024-01-14 23:16:47'}"
"We Love ❤️‍🔥",Lululemon,love,TikTok,"{ likes: 0, date: '2024-01-14 23:31:07'}"
"Is there anything Katie likes",Adidas,like,TikTok,"{ likes: 0, date: '2024-01-14 23:31:26'}"
"I hate to see the cost",Gucci,hate,TikTok,"{ likes: 9, date: '2024-01-15 00:17:01'}"
"Love you guys you are born to be a Zara model 😃",Zara,love,TikTok,"{ likes: 0, date: '2024-01-15 00:21:01'}"
"But why the lady dior of this collectionisn’t on their website?",Dior,Dior,TikTok,"{ likes: 1, date: '2024-01-15 00:41:13'}"
"I have the blue dial I’ve actually never seen the green makes me regret my decision but I love the watch no complaints",Cartier,love,TikTok,"{ likes: 1, date: '2024-01-15 01:20:35'}"
"i lover i lover i lover i lover i lover i lover i lover i lover i lover i lover i lover i lover i lover i lover i lover i lover i lover",Gucci,love,TikTok,"{ likes: 2, date: '2024-01-15 02:16:02'}"
"BRO PLSS OPEN UNIQLO IN DUBAI IM BEGGING U🙏🙏🙏🙏",Uniqlo,Uniqlo,TikTok,"{ likes: 0, date: '2024-01-15 02:27:09'}"
"They get better once the material on the lip gets softer 🧍🏽",Adidas,better,TikTok,"{ likes: 0, date: '2024-01-15 04:47:55'}"
"Bro my H&M has dresses with unicorns and stuff like that in the kids section.",H&M,like,TikTok,"{ likes: 3198, date: '2024-01-15 05:57:23'}"
"Oh I love being rich 🤩*(but that so pretty ❤️)",Dior,love,TikTok,"{ likes: 2, date: '2024-01-15 06:25:59'}"
"yall acting like she cant use it",Dior,like,TikTok,"{ likes: 0, date: '2024-01-15 06:26:31'}"
"I love zara israel on top",Zara,love,TikTok,"{ likes: 0, date: '2024-01-15 08:42:20'}"
"love Zara make me your model",Zara,love,TikTok,"{ likes: 0, date: '2024-01-15 09:04:42'}"
"why isnt my h&m like this 💔",H&M,like,TikTok,"{ likes: 2101, date: '2024-01-15 09:19:38'}"
"NO way the h&m kids section are like unicorns elsa 😭",H&M,like,TikTok,"{ likes: 2646, date: '2024-01-15 10:08:48'}"
"Gucci the best of italy",Gucci,best,TikTok,"{ likes: 26, date: '2024-01-15 10:52:12'}"
"my h&m kids section has unicorns and stuff the baby’s section looks like this 😭",H&M,like,TikTok,"{ likes: 2146, date: '2024-01-15 16:07:19'}"
"why isn’t my h&m like this",H&M,like,TikTok,"{ likes: 92, date: '2024-01-15 16:08:29'}"
"prada black smells like playdoh",Prada,like,TikTok,"{ likes: 0, date: '2024-01-15 16:44:50'}"
"MINE WAS NEVER LIKE THIS MINE STILL HAS WENDAY STUFF😭",H&M,like,TikTok,"{ likes: 106, date: '2024-01-15 16:47:12'}"
"my h&m kids section is NOT CHEAP the jeans r literally 40$",H&M,cheap,TikTok,"{ likes: 158, date: '2024-01-15 17:16:41'}"
"I want to see how can you wear the Cartier ones",Cartier,Cartier,TikTok,"{ likes: 0, date: '2024-01-15 19:04:43'}"
"@Leigh🫶🏻 why is the shein one better",Lululemon,better,TikTok,"{ likes: 0, date: '2024-01-15 20:12:21'}"
"I wonder if arianas spongebob bf wears these. He should. Then he wouldnt only look like spongebob but sound like him too",Adidas,like,TikTok,"{ likes: 0, date: '2024-01-15 21:04:12'}"
"best casting and show of the season so far",Gucci,best,TikTok,"{ likes: 638, date: '2024-01-15 21:31:55'}"
"Gucci the best 🤟👍",Gucci,best,TikTok,"{ likes: 0, date: '2024-01-15 22:05:59'}"
"And the best thing about the loose powder is that it’s like $10 more and 3x the amount of product (most of the brands are 9-10grams and the Chanel is 30g!)",Chanel,best,TikTok,"{ likes: 12, date: '2024-01-16 00:18:28'}"
"The last one it’s the best 😆",Zara,best,TikTok,"{ likes: 1, date: '2024-01-16 00:32:12'}"
"Love the last tho😂",Zara,love,TikTok,"{ likes: 3, date: '2024-01-16 01:44:11'}"
"Love her in June!",Gucci,love,TikTok,"{ likes: 6, date: '2024-01-16 02:03:32'}"
"now ik this ain’t an H&M bc this isn’t what mines looks like…",H&M,like,TikTok,"{ likes: 0, date: '2024-01-16 04:11:20'}"
"Same shape different color",Gucci,color,TikTok,"{ likes: 0, date: '2024-01-16 08:17:34'}"
"I would have loved to wore that 😳 it's fabulous",Gucci,love,TikTok,"{ likes: 1, date: '2024-01-16 08:37:08'}"
"Better than the finale",Gucci,better,TikTok,"{ likes: 2, date: '2024-01-16 08:37:12'}"
"video stopped loading but i swear if this is by uniqlo",Uniqlo,Uniqlo,TikTok,"{ likes: 7, date: '2024-01-16 09:28:23'}"
"lady dior cantik bgt but caro bag has my full attention 😍😍",Dior,Dior,TikTok,"{ likes: 0, date: '2024-01-16 09:48:40'}"
"I don't like having stuff that everyone wears it 😭😭",Adidas,like,TikTok,"{ likes: 1868, date: '2024-01-16 11:22:04'}"
"Lower ur prices",Gucci,price,TikTok,"{ likes: 1, date: '2024-01-16 11:43:50'}"
"Funny I only see women saying they love this man’s jacket 😂😂",Gucci,love,TikTok,"{ likes: 1, date: '2024-01-16 11:45:30'}"
"What is the name of this colorV",Lululemon,color,TikTok,"{ likes: 6, date: '2024-01-16 11:59:40'}"
"fashion has seen better days",Gucci,better,TikTok,"{ likes: 1, date: '2024-01-16 12:45:00'}"
"EVERY SINGLE DAY for that price😂!",Chanel,price,TikTok,"{ likes: 0, date: '2024-01-16 13:20:36'}"
"Hey queen! We’re girlcotting Zara!🍉✊🏽 they realeased a very insensitive campaign that looked like the devastating images of body bags coming out of Gaza due to Israel’s constant bombs. Just edu. ❤️",Zara,like,TikTok,"{ likes: 43, date: '2024-01-16 14:09:12'}"
"Why better than the runway😌",Gucci,better,TikTok,"{ likes: 0, date: '2024-01-16 14:22:54'}"
"where is @Calum Harper and @Kit Price",Gucci,price,TikTok,"{ likes: 1, date: '2024-01-16 14:45:39'}"
"waste of time money and resources",Gucci,waste,TikTok,"{ likes: 1, date: '2024-01-16 15:01:08'}"
"You knew your worth! Good 😭",Hermes,worth,TikTok,"{ likes: 0, date: '2024-01-16 15:03:33'}"
"I bought the maison Cleo one back in the day but now it feels like a trend that will just pass with it being available in every store",H&M,like,TikTok,"{ likes: 0, date: '2024-01-16 18:29:15'}"
"i have this bag n i LOVEEE it",Gucci,love,TikTok,"{ likes: 22, date: '2024-01-16 18:33:18'}"
"cartier vs pandora",Cartier,Cartier,TikTok,"{ likes: 0, date: '2024-01-16 19:20:00'}"
"I love new gucci 💋",Gucci,love,TikTok,"{ likes: 0, date: '2024-01-16 20:57:37'}"
"I am disappointed I get a new shoes for my kid but the quality of the product is so bad his shoes worn for the first time the shoes are torn at school",Zara,quality,TikTok,"{ likes: 0, date: '2024-01-16 21:08:38'}"
"NO ONE IS WORTH THE DIOR",Dior,worth,TikTok,"{ likes: 1, date: '2024-01-16 23:14:22'}"
"@Sarah 😽 idk if you live define jackets but the one on shein is a LOT cheaper then lulu lulu is $120",Lululemon,cheap,TikTok,"{ likes: 0, date: '2024-01-16 23:31:39'}"
"The silver ones look like my onitsuka’s.",Adidas,like,TikTok,"{ likes: 3, date: '2024-01-16 23:51:21'}"
"This would be so cute if u add like a cross body strap so it’s like functional and fashionable",Lululemon,like,TikTok,"{ likes: 2, date: '2024-01-16 23:56:13'}"
"His initial is already on the Dior highlighter without me having to do it 🥰",Dior,Dior,TikTok,"{ likes: 0, date: '2024-01-17 00:24:21'}"
"where do yall find this appealing. it's ugly and overpriced. only. 5% of the world could afford it",Gucci,price,TikTok,"{ likes: 1, date: '2024-01-17 01:03:20'}"
"Stupid price and stupid looking",Gucci,price,TikTok,"{ likes: 1, date: '2024-01-17 02:38:29'}"
"But is it comfortable tho",Gucci,comfortable,TikTok,"{ likes: 1, date: '2024-01-17 03:03:59'}"
"hell no😭 Gucci is overpriced",Gucci,price,TikTok,"{ likes: 3, date: '2024-01-17 03:42:49'}"
"love love love it",Gucci,love,TikTok,"{ likes: 0, date: '2024-01-17 03:56:55'}"
"for dudes who love dudes only",Gucci,love,TikTok,"{ likes: 1, date: '2024-01-17 05:24:51'}"
"Omg. Devil body 🥺🥺🥺🥺you look like a model. Good pants",Lululemon,like,TikTok,"{ likes: 0, date: '2024-01-17 07:55:44'}"
"I love uuuuuu 😍",Adidas,love,TikTok,"{ likes: 1, date: '2024-01-17 08:30:02'}"
"i thought it was crispy human",Chanel,thought,TikTok,"{ likes: 0, date: '2024-01-17 08:55:38'}"
"somehow every time I see one if these the clothes get worse and worse and worse and worse like do you guy not have a mirror anywhere that you look at before you go on stage?",Gucci,worse,TikTok,"{ likes: 1, date: '2024-01-17 09:06:10'}"
"Who still cares about Gucci most of their garments are being made using fast fashion techniques we all know better than to trust it",Gucci,better,TikTok,"{ likes: 1, date: '2024-01-17 13:25:25'}"
"And someone wasted a lot of time thread and money!!! WOW",Gucci,waste,TikTok,"{ likes: 1, date: '2024-01-17 15:35:16'}"
"in love with her outfits 🤭",Adidas,love,TikTok,"{ likes: 0, date: '2024-01-17 15:47:27'}"
"i love these comments there so funny 😂",Lululemon,love,TikTok,"{ likes: 0, date: '2024-01-17 16:02:34'}"
"Miss dior 🩷‼️",Dior,Dior,TikTok,"{ likes: 2, date: '2024-01-17 16:11:56'}"
"That’s so cute but canvas fabric is the worst to keep looking new.",Gucci,worst,TikTok,"{ likes: 2, date: '2024-01-17 16:45:24'}"
"Much better than LV",Gucci,better,TikTok,"{ likes: 1, date: '2024-01-17 18:24:03'}"
"how did you do this I would love to try it. it's time for me to collect shoes",Nike,love,TikTok,"{ likes: 0, date: '2024-01-17 19:10:10'}"
"Omg I love the twilly on it Now I need this",Gucci,love,TikTok,"{ likes: 2, date: '2024-01-17 20:51:22'}"
"I love Gucci♥️♥️♥️",Gucci,love,TikTok,"{ likes: 1, date: '2024-01-17 21:43:17'}"
"@Dior why not in Germany",Dior,Dior,TikTok,"{ likes: 0, date: '2024-01-17 22:23:23'}"
"@Dior . why not in Germany?!",Dior,Dior,TikTok,"{ likes: 0, date: '2024-01-17 22:23:43'}"
"See how shein makes them the same but cheaper shein is so much reasonable and better in my opinion.",Lululemon,opinion,TikTok,"{ likes: 21, date: '2024-01-18 00:17:35'}"
"Zara needs some of y'all like ASAP ☺️",Zara,like,TikTok,"{ likes: 0, date: '2024-01-18 00:58:32'}"
"I like the concept except the women’s version is significantly better in every case except the white one",Gucci,better,TikTok,"{ likes: 3, date: '2024-01-18 02:45:36'}"
"bro heard fell in love with an Emo girl and took it too far ☠️☠️☠️☠️",Gucci,love,TikTok,"{ likes: 1, date: '2024-01-18 05:07:03'}"
"Just love it",Nike,love,TikTok,"{ likes: 0, date: '2024-01-18 06:59:36'}"
"better looking than Balenciaga ig",Gucci,better,TikTok,"{ likes: 3, date: '2024-01-18 14:54:23'}"
"chico lachowski is better",Gucci,better,TikTok,"{ likes: 4, date: '2024-01-18 16:35:31'}"
"This bag actually fits so much I love mine🥹💕",Gucci,love,TikTok,"{ likes: 0, date: '2024-01-18 17:01:30'}"
"not lulu making a prada dupe",Lululemon,Prada,TikTok,"{ likes: 1, date: '2024-01-18 17:09:05'}"
"So much time spent to think you are better than everyone else...",Gucci,better,TikTok,"{ likes: 1, date: '2024-01-18 17:18:26'}"
"Same thing y’all just make it more saggy or just add sparkles to it and then over price it",Gucci,price,TikTok,"{ likes: 4, date: '2024-01-18 18:02:39'}"
"What color is the jacket",Lululemon,color,TikTok,"{ likes: 1, date: '2024-01-18 18:39:15'}"
"Love the dog leash.",Gucci,love,TikTok,"{ likes: 1, date: '2024-01-18 20:37:23'}"
"love zara ❤️",Zara,love,TikTok,"{ likes: 2, date: '2024-01-18 21:06:07'}"
"Nike better tbh but lulu still kinda fire",Lululemon,better,TikTok,"{ likes: 1, date: '2024-01-18 21:18:23'}"
"the shoes better",Nike,better,TikTok,"{ likes: 1, date: '2024-01-19 00:26:44'}"
"Is it comfortable?",Adidas,comfortable,TikTok,"{ likes: 2, date: '2024-01-19 01:11:46'}"
"This is what my sambas are like 😭",Adidas,like,TikTok,"{ likes: 0, date: '2024-01-19 02:46:26'}"
"@alana 🤷🏻‍♀️ hey babes so like hear me out like u know how like 1+1=2 that means me+dior big box= my happiness which also is equivalent to ur happiness 😁😁😁😁🥰🥰🥰❤️❤️❤️",Dior,like,TikTok,"{ likes: 1, date: '2024-01-19 04:43:56'}"
"I feel so atked if i wear uniqlo in japan",Uniqlo,Uniqlo,TikTok,"{ likes: 1, date: '2024-01-19 09:10:30'}"
"Love the video! Thanks for sharing. Would you be kind enough to share the pants ID please??",Uniqlo,love,TikTok,"{ likes: 0, date: '2024-01-19 10:34:29'}"
"@holliedegnan love this bag so much might try and find a dupe",Gucci,love,TikTok,"{ likes: 1, date: '2024-01-19 12:33:53'}"
"can someone explain to me why this top is a trend? im really confused",H&M,trend,TikTok,"{ likes: 0, date: '2024-01-19 14:05:28'}"
"I liked it bcoz of jisoo and eun woo",Dior,like,TikTok,"{ likes: 0, date: '2024-01-19 15:19:12'}"
"I LOVE HER",Gucci,love,TikTok,"{ likes: 0, date: '2024-01-19 18:16:46'}"
"Get the Adidas Samba! They are gorgeous/classy! They are one of my favorite Adidas in my closet. ❤️💯🤗",Adidas,favorite,TikTok,"{ likes: 1, date: '2024-01-19 18:15:09'}"
"price in SAR ?",Gucci,price,TikTok,"{ likes: 0, date: '2024-01-19 19:50:09'}"
"Why fake bags always look better than real 😂",Dior,better,TikTok,"{ likes: 102, date: '2024-01-19 20:28:05'}"
"Give me the fake any day😂😂. I can't afford the real thing plus fake looks much better😂😂😂",Dior,better,TikTok,"{ likes: 13, date: '2024-01-19 20:44:12'}"
"almost thought she was zipping a white body bag #cancelzara easiest decision ever",Zara,thought,TikTok,"{ likes: 0, date: '2024-01-19 22:01:04'}"
"I like the fake one more😂",Dior,like,TikTok,"{ likes: 5, date: '2024-01-19 23:00:27'}"
"I have that one and I love it so much",Lululemon,love,TikTok,"{ likes: 2, date: '2024-01-20 01:43:29'}"
"I have the black joggers and I’m in love. Literally the only sweats I wear even tho I have more. So comfortable!@lululemon",Lululemon,love,TikTok,"{ likes: 2, date: '2024-01-20 04:38:34'}"
"Can’t stop watching it love the vibe!",Gucci,love,TikTok,"{ likes: 0, date: '2024-01-20 12:50:25'}"
"The SHEIN is better lol",Lululemon,better,TikTok,"{ likes: 1, date: '2024-01-20 13:03:22'}"
"@mils it’s so expensive now 😭",H&M,expensive,TikTok,"{ likes: 0, date: '2024-01-20 13:30:46'}"
"They look the same but big different with price tag",Dior,price,TikTok,"{ likes: 698, date: '2024-01-20 14:03:01'}"
"Campus is my new love 💕",Adidas,love,TikTok,"{ likes: 2, date: '2024-01-20 14:37:22'}"
"It’s shows up after like 3 mins in my opinion It’s good",Dior,opinion,TikTok,"{ likes: 1, date: '2024-01-20 16:21:33'}"
"All their items are simply sold out because it’s a popular store lol",Chanel,popular,TikTok,"{ likes: 0, date: '2024-01-20 18:02:11'}"
"I love that colour",Hermes,love,TikTok,"{ likes: 0, date: '2024-01-20 18:06:17'}"
"the details of the fake one look better tbh",Dior,better,TikTok,"{ likes: 0, date: '2024-01-20 18:52:49'}"
"Quality has degraded in most luxury brands .. no big difference",Dior,quality,TikTok,"{ likes: 40, date: '2024-01-20 19:35:48'}"
