comment_text,brand,search_term,source,additional_info
"I want to get my first pair because I like them",Puma,like,TikTok,"{ likes: 0, date: '2023-11-25 07:46:11'}"
"Its like saying dunks and jordan 1’s are ugly… same silhouette 🤦🏻‍♂️",Puma,like,TikTok,"{ likes: 0, date: '2023-10-12 17:11:41'}"
"😂 they say its ugly but they wear jordan 1🤓🤦🏻‍♂️if this is ugly then they are both ugly but this have more high quality material and confy😂",Puma,quality,TikTok,"{ likes: 0, date: '2023-08-14 14:50:21'}"
"They’re good y’all be saying “fake Jordan’s” like bro that’s how basketball shoes look like",Puma,like,TikTok,"{ likes: 0, date: '2023-05-31 19:41:09'}"
"they aren't Bad bruh dont get me wrong i love jordans but These shoes are so comfy compared to jdns and They js shoes like they do the same shit",Puma,love,TikTok,"{ likes: 0, date: '2023-05-07 02:30:18'}"
"This song is worse than the puma 1’s…",Puma,worse,TikTok,"{ likes: 0, date: '2023-01-25 02:57:27'}"
"I hate air forces too but the pumas big ahh laces 💀",Puma,hate,TikTok,"{ likes: 725, date: '2022-12-31 09:10:06'}"
"Where can u get the pumas?",Puma,Puma,TikTok,"{ likes: 0, date: '2022-12-31 09:52:58'}"
"Air forces better than that😂",Puma,better,TikTok,"{ likes: 2, date: '2022-12-31 15:47:35'}"
"Af1 deff better then those😭",Puma,better,TikTok,"{ likes: 4, date: '2023-01-01 02:08:43'}"
"Tik tok making me wanna stop wearing pumas😭",Puma,Puma,TikTok,"{ likes: 1, date: '2023-01-01 05:04:29'}"
"I have puma suedes but they aren’t better than af1’s",Puma,better,TikTok,"{ likes: 1, date: '2023-05-28 18:44:24'}"
"I love Pumas 😏",Puma,love,TikTok,"{ likes: 3, date: '2022-12-31 17:27:14'}"
"Nah forreal puma has been killing it they takes risks and look dope",Puma,Puma,TikTok,"{ likes: 1, date: '2023-10-12 17:14:39'}"
"i wear pumas",Puma,Puma,TikTok,"{ likes: 1, date: '2023-08-21 21:32:17'}"
"How do u lace them like that",Puma,like,TikTok,"{ likes: 0, date: '2023-11-01 01:08:37'}"
"In my opinion I think Air Force are better",Puma,opinion,TikTok,"{ likes: 0, date: '2023-07-31 14:29:15'}"
"Just got me another pair of pumas😩",Puma,Puma,TikTok,"{ likes: 0, date: '2022-12-31 16:57:13'}"
"Puma is the best!",Puma,best,TikTok,"{ likes: 0, date: '2023-03-03 17:04:26'}"
"I wear air forces and I still use pumas",Puma,Puma,TikTok,"{ likes: 0, date: '2023-03-07 23:18:22'}"
"At least it’s a more popular brand than the 1 dollar shoe🤣",Puma,popular,TikTok,"{ likes: 2, date: '2022-12-31 17:23:27'}"
"Af1 are much better than this shi 💀",Puma,better,TikTok,"{ likes: 0, date: '2023-03-15 13:58:15'}"
"Bro thought he ate with this 😂",Puma,thought,TikTok,"{ likes: 0, date: '2023-02-16 23:51:08'}"
"Air Forces are wayyy better than pumas.. pumas😂😂",Puma,better,TikTok,"{ likes: 0, date: '2023-01-02 03:47:05'}"
"bruh dont compare air forces w pumas 😂😂😂",Puma,Puma,TikTok,"{ likes: 0, date: '2023-01-01 09:15:58'}"
"It’s called pumas with the chucky laces only real foos where that",Puma,Puma,TikTok,"{ likes: 0, date: '2022-12-31 21:38:29'}"
"air forces look way better than those 💀",Puma,better,TikTok,"{ likes: 0, date: '2022-12-31 18:31:48'}"
"nah pumas comfortable too...I love my phat laces😁",Puma,love,TikTok,"{ likes: 1, date: '2023-01-04 00:14:06'}"
"forces are the best and most godly sneakers compared to shitty ahh pumas💀",Puma,best,TikTok,"{ likes: 0, date: '2023-03-08 15:13:44'}"
"u only got them cus u trend hopping",Puma,trend,TikTok,"{ likes: 2, date: '2023-02-17 04:18:05'}"
"only wannabe net bangers wear pumas 😂😂",Puma,Puma,TikTok,"{ likes: 1, date: '2022-12-31 15:25:24'}"
"Ngl air forces better",Puma,better,TikTok,"{ likes: 0, date: '2023-03-09 02:57:39'}"
"fr air forces are like clown shoes 😂",Puma,like,TikTok,"{ likes: 0, date: '2023-02-25 06:52:00'}"
"Y’all used to shit on puma do heavy",Puma,Puma,TikTok,"{ likes: 0, date: '2023-02-20 01:52:20'}"
"Af1 look so much better",Puma,better,TikTok,"{ likes: 0, date: '2023-02-16 22:11:18'}"
"I wear puma suede Galaxy 😎",Puma,Puma,TikTok,"{ likes: 0, date: '2023-01-28 05:49:04'}"
"pumas are my shit 😳",Puma,Puma,TikTok,"{ likes: 0, date: '2022-12-31 22:19:56'}"
"i be having my pumas and i hate when people say “why yo laces so big” like it’s hella annoying",Puma,hate,TikTok,"{ likes: 0, date: '2022-12-31 17:43:22'}"
"Some dude said Ew bro you want adidas😂 I have superstars",Puma,Adidas,TikTok,"{ likes: 0, date: '2022-12-31 08:40:45'}"
"looks like the NBs 550",Puma,like,TikTok,"{ likes: 5, date: '2023-07-05 06:43:18'}"
"Looks like NB 550 and Asics EX89",,,TikTok,"{ likes: nan, date: 'nan'}"
"puma x santa helena",Puma,Puma,TikTok,"{ likes: 0, date: '2023-07-05 20:49:26'}"
"550 New Puma 🔥🔥🔥🔥",Puma,Puma,TikTok,"{ likes: 0, date: '2023-08-15 12:22:28'}"
"@Bean Bean Authentic i like it",Puma,like,TikTok,"{ likes: 1, date: '2023-05-24 11:00:07'}"
"@hânnè i like ittttt",Puma,like,TikTok,"{ likes: 0, date: '2023-05-25 02:53:38'}"
"I‘ve ordered them 2 weeks ago or sum don’t want it to become a trend",Puma,trend,TikTok,"{ likes: 0, date: '2023-08-10 20:47:35'}"
"don’t forget puma is on the BDS list",Puma,Puma,TikTok,"{ likes: 269, date: '2024-03-03 18:09:15'}"
"Say less puma",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-17 15:25:05'}"
"I'm going to buy them thanks puma for doing this",Puma,Puma,TikTok,"{ likes: 116, date: '2024-03-01 19:57:59'}"
"One piece = 🔥 Puma = 🗑️",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-09 18:00:57'}"
"i dont wear puma but ill gladly wear these🙏🙏",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-16 20:01:18'}"
"Puma is one of the boycott targets for the BDS movement 🇵🇸",Puma,Puma,TikTok,"{ likes: 9, date: '2024-03-04 07:37:15'}"
"it’s nice but puma support genocide so nah",Puma,Puma,TikTok,"{ likes: 147, date: '2024-03-03 01:54:13'}"
"PUMA? AS IN BARTHOLOMEW?",Puma,Puma,TikTok,"{ likes: 1, date: '2024-03-12 17:49:35'}"
"We love u puma",Puma,love,TikTok,"{ likes: 1, date: '2024-03-11 00:11:25'}"
"Puma supports israel. No thanks",Puma,Puma,TikTok,"{ likes: 269, date: '2024-03-02 16:05:53'}"
"I would cop but I’m waiting till Puma officially severs ties with isnotreal",Puma,Puma,TikTok,"{ likes: 123, date: '2024-03-02 21:29:49'}"
"We love Once Piece. But we also love the liberation of the Palestinan people #boycottpuma it's what Luffy would do!! 🇵🇸",Puma,love,TikTok,"{ likes: 121, date: '2024-03-03 11:46:56'}"
"As a kid I had a whole closet full of puma brand clothing now they got one piece now I gotta get it",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-17 08:27:03'}"
"puumaaa @puma toolloonggg 😭",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-14 02:29:59'}"
"it looks better if it has gold accents",Puma,better,TikTok,"{ likes: 0, date: '2024-03-11 03:06:23'}"
"puma x jojo?",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-09 18:13:14'}"
"adidas x yugioh >>> puma x one piece",Puma,Adidas,TikTok,"{ likes: 1, date: '2024-03-10 21:08:51'}"
"GET JOSH HUTCHERSON SO MODEL FOR CALVIN KLEIN",Calvin Klein,Calvin Klein,TikTok,"{ likes: 11352, date: '2024-01-09 00:02:33'}"
"I’m only following Calvin Klein for Jeremy Allen white",Calvin Klein,Calvin Klein,TikTok,"{ likes: 646, date: '2024-01-10 02:55:46'}"
"on behalf of the entire internet thank you Calvin Klein thank you Jeremy",Calvin Klein,Calvin Klein,TikTok,"{ likes: 24378, date: '2024-01-09 04:06:37'}"
"The real ones have been in love since he was a Gallagher",Calvin Klein,love,TikTok,"{ likes: 1431, date: '2024-01-11 20:25:27'}"
"Calvin Klein exactly knows what they are doing 💍💍💍💍",Calvin Klein,Calvin Klein,TikTok,"{ likes: 4323, date: '2024-01-09 17:48:06'}"
"THANK YOU CALVIN KLEIN!!!",Calvin Klein,Calvin Klein,TikTok,"{ likes: 182, date: '2024-01-11 16:50:50'}"
"Calvin Klein out here doing the lords work",Calvin Klein,Calvin Klein,TikTok,"{ likes: 200, date: '2024-01-12 03:26:20'}"
"Calvin Klein and Jeremy Allen White are just made for each other.",Calvin Klein,Calvin Klein,TikTok,"{ likes: 105, date: '2024-01-11 16:20:22'}"
"calvin klein is WORKING this man",Calvin Klein,Calvin Klein,TikTok,"{ likes: 187, date: '2024-01-11 09:27:01'}"
"Y’all out here in love with Jeremy Allen White NOW but I was in love with him when he was just a grungy little boy from the southside",Calvin Klein,love,TikTok,"{ likes: 1770, date: '2024-01-11 08:11:05'}"
"I’ve loved him since Shameless… ❤️❤️❤️❤️",Calvin Klein,love,TikTok,"{ likes: 151, date: '2024-01-11 04:29:01'}"
"Calvin Klein made no mistakes choosing him",Calvin Klein,Calvin Klein,TikTok,"{ likes: 118, date: '2024-01-13 17:57:26'}"
"this needs to stop I need to get on with my life Calvin Klein",Calvin Klein,Calvin Klein,TikTok,"{ likes: 53, date: '2024-01-09 13:04:54'}"
"calvin klein doing us all a service amen",Calvin Klein,Calvin Klein,TikTok,"{ likes: 8, date: '2024-01-09 10:07:07'}"
"@. this who you like",Calvin Klein,like,TikTok,"{ likes: 5, date: '2024-01-19 04:17:27'}"
"not again calvin klein i can’t handle it anymore",Calvin Klein,Calvin Klein,TikTok,"{ likes: 10, date: '2024-01-19 00:00:46'}"
"GET EVAN PETERS JACK CHAMPION OR TIMOTHÉE CHALAMET TO MODEL FOR CALVIN KLEIN",Calvin Klein,Calvin Klein,TikTok,"{ likes: 5, date: '2024-01-19 00:20:58'}"
"i think calvin klein can make anyone hot",Calvin Klein,Calvin Klein,TikTok,"{ likes: 2, date: '2024-02-03 01:00:36'}"
"Best choice EVER😍😍😍😍",Calvin Klein,best,TikTok,"{ likes: 5, date: '2024-01-19 06:24:17'}"
"PLEASE PLEASE GET JOSH HUTCHERSON OR TOM BLYTH TO MODEL FOR CALVIN KLEIN PLEASE IM BEGGING",Calvin Klein,Calvin Klein,TikTok,"{ likes: 5, date: '2024-01-17 22:07:30'}"
"GET JACOB ELORDI TO MODEL FOR CALVIN KLEIN IMAGINE",Calvin Klein,Calvin Klein,TikTok,"{ likes: 3, date: '2024-01-22 03:56:32'}"
"This one is SO much better.",Calvin Klein,better,TikTok,"{ likes: 5, date: '2024-01-18 23:25:35'}"
"He is the Urban Bad Boy with a soulful heart who attracts a wide variety of women and Calvin Klein saw it But we saw it First 🥰",Calvin Klein,Calvin Klein,TikTok,"{ likes: 2, date: '2024-01-31 04:21:32'}"
"Going to rewatch Shameless and order my man some Calvin Klein underwear 😅🥰",Calvin Klein,Calvin Klein,TikTok,"{ likes: 2, date: '2024-01-24 14:25:55'}"
"release another video of Jungkook better",Calvin Klein,better,TikTok,"{ likes: 5, date: '2024-01-19 03:46:22'}"
"Its my birthday td and i god my first Calvin Klein thing i got the black xbxrxax💋",Calvin Klein,Calvin Klein,TikTok,"{ likes: 2, date: '2024-01-22 22:28:06'}"
"In love 😩💋",Calvin Klein,love,TikTok,"{ likes: 3, date: '2024-02-04 18:08:51'}"
"Looks better in just the chones.",Calvin Klein,better,TikTok,"{ likes: 5, date: '2024-01-17 23:13:34'}"
"Looks like white boy winter is getting extended 😍",Calvin Klein,like,TikTok,"{ likes: 4, date: '2024-01-25 18:18:36'}"
"I am looking for de jk advertising now please Calvin Klein send it to me",Calvin Klein,Calvin Klein,TikTok,"{ likes: 1, date: '2024-02-14 17:07:44'}"
"i began to feel like that the man is what's for sale not the shorts 💀",Calvin Klein,like,TikTok,"{ likes: 4, date: '2024-01-24 09:47:41'}"
"he's like Barry Keoghan has something attractive about him but not typically good looking",Calvin Klein,like,TikTok,"{ likes: 4, date: '2024-01-22 17:48:34'}"
"i thought we were done",Calvin Klein,thought,TikTok,"{ likes: 4, date: '2024-01-22 12:20:11'}"
"I really just want to adjust him and his posture. The anterior head carriage is killing me!!!! 😂 He cute tho!!! Lip done had a glow up@Calvin Klein",Calvin Klein,Calvin Klein,TikTok,"{ likes: 4, date: '2024-01-21 22:34:40'}"
"He should have played in the new Wonka. Love him. Shameless was his best.",Calvin Klein,love,TikTok,"{ likes: 2, date: '2024-01-21 22:36:05'}"
"What a turn for Lip I thought he was destined for the South side forever",Calvin Klein,thought,TikTok,"{ likes: 2, date: '2024-01-27 04:51:13'}"
"this is better then him staring into my soul thx",Calvin Klein,better,TikTok,"{ likes: 2, date: '2024-01-23 14:37:05'}"
"he kinda looks like gene wilder",Calvin Klein,like,TikTok,"{ likes: 2, date: '2024-01-22 10:45:46'}"
"Me now shopping for everything @Calvin Klein at the age of 50! 🤦🏼‍♀️",Calvin Klein,Calvin Klein,TikTok,"{ likes: 2, date: '2024-01-22 23:23:28'}"
"I love him.",Calvin Klein,love,TikTok,"{ likes: 2, date: '2024-01-22 10:16:21'}"
"You have my support bro don't listen to people judjing your physics...you're the best",Calvin Klein,best,TikTok,"{ likes: 2, date: '2024-01-22 02:37:53'}"
"i love him 🥰",Calvin Klein,love,TikTok,"{ likes: 2, date: '2024-01-21 21:25:21'}"
"i love you",Calvin Klein,love,TikTok,"{ likes: 2, date: '2024-01-21 20:24:10'}"
"At first glance i thought he was the older brother of Timothy Chalamet.😄😄😄😄",Calvin Klein,thought,TikTok,"{ likes: 0, date: '2024-03-02 01:43:45'}"
"I liked the first commercial better where he was showing more 🤤",Calvin Klein,better,TikTok,"{ likes: 0, date: '2024-02-26 14:44:31'}"
"jungkook the best",Calvin Klein,best,TikTok,"{ likes: 0, date: '2024-02-18 09:44:54'}"
"i love u calvin",Calvin Klein,love,TikTok,"{ likes: 5, date: '2024-01-17 21:53:37'}"
"I'm only following Calvin Klein for Jeremy Allen white🥰❤️",Calvin Klein,Calvin Klein,TikTok,"{ likes: 5, date: '2024-01-17 21:34:17'}"
"thank you calvin klein",Calvin Klein,Calvin Klein,TikTok,"{ likes: 5, date: '2024-01-17 20:21:53'}"
"😳😳 Calvin Klein knew what they were doing",Calvin Klein,Calvin Klein,TikTok,"{ likes: 5, date: '2024-01-17 20:18:03'}"
"to my brothers it's not worth it",Calvin Klein,worth,TikTok,"{ likes: 300, date: '2023-12-13 03:09:01'}"
"just one tap and not Worth it",Calvin Klein,worth,TikTok,"{ likes: 14, date: '2023-12-13 05:29:45'}"
"not Worth it brothers",Calvin Klein,worth,TikTok,"{ likes: 0, date: '2023-12-13 09:10:57'}"
"I like Guitar 🎸",Calvin Klein,like,TikTok,"{ likes: 0, date: '2023-12-16 09:10:21'}"
"dont waste your time bruh😂",Calvin Klein,waste,TikTok,"{ likes: 0, date: '2023-12-14 19:38:09'}"
"It's just mirror selfie not worth it",Calvin Klein,worth,TikTok,"{ likes: 0, date: '2023-12-14 17:46:10'}"
"not worth it brothers",Calvin Klein,worth,TikTok,"{ likes: 0, date: '2023-12-13 06:24:06'}"
"she's just showing her bellybutton trust me it's not worth it",Calvin Klein,worth,TikTok,"{ likes: 0, date: '2023-12-20 17:08:13'}"
"IT IS NOT WORTH IT BOYS. KEEP SCROLLING",Calvin Klein,worth,TikTok,"{ likes: 0, date: '2023-12-13 02:08:17'}"
"not worth it",Calvin Klein,worth,TikTok,"{ likes: 8, date: '2023-12-12 15:24:44'}"
"Not worth it",Calvin Klein,worth,TikTok,"{ likes: 1, date: '2023-12-12 15:38:08'}"
"what a waste tho😏",Calvin Klein,waste,TikTok,"{ likes: 0, date: '2023-12-16 10:46:09'}"
"not worth it not that special",Calvin Klein,worth,TikTok,"{ likes: 0, date: '2023-12-15 09:16:44'}"
"i wasted 1 minute of my life trying to see it It's not even worth it my brother's",Calvin Klein,waste,TikTok,"{ likes: 0, date: '2023-12-14 23:18:13'}"
"lol...not worth it...",Calvin Klein,worth,TikTok,"{ likes: 0, date: '2023-12-14 19:04:17'}"
"nah not worth it",Calvin Klein,worth,TikTok,"{ likes: 0, date: '2023-12-13 15:57:49'}"
"bro not worth it",Calvin Klein,worth,TikTok,"{ likes: 0, date: '2023-12-13 06:36:18'}"
"she's on ash gray jacket or something and her belly is showing not worth it guys 😆",Calvin Klein,worth,TikTok,"{ likes: 0, date: '2023-12-13 05:32:36'}"
"not worthy at all",Calvin Klein,worth,TikTok,"{ likes: 0, date: '2023-12-13 05:27:36'}"
"it ain't worth the capcut playback speed😌",Calvin Klein,worth,TikTok,"{ likes: 0, date: '2023-12-13 04:47:30'}"
"yall its not worth it it took me like 13 pause",Calvin Klein,worth,TikTok,"{ likes: 0, date: '2023-12-13 03:45:00'}"
"waste of time",Calvin Klein,waste,TikTok,"{ likes: 0, date: '2023-12-12 19:23:34'}"
"I'm not I'm only focused on the jungkook calvin klein ad",Calvin Klein,Calvin Klein,TikTok,"{ likes: 9, date: '2024-03-01 09:20:11'}"
"Go to Calvin Klein’s site it’s called a ribbed racerback tank top in white of course… $49.90",Calvin Klein,Calvin Klein,TikTok,"{ likes: 3875, date: '2024-01-11 03:57:59'}"
"if you scroll down more on his campaign page there's a 3pack that looks more like the one he's in",Calvin Klein,like,TikTok,"{ likes: 24, date: '2024-01-11 15:45:17'}"
"Nike and Jordan sells those cuts!",Calvin Klein,Nike,TikTok,"{ likes: 16, date: '2024-01-11 11:27:10'}"
"ASOS - Calvin Klein jeans tab logo tank top xx",Calvin Klein,ASOS,TikTok,"{ likes: 2, date: '2024-01-13 08:19:02'}"
"What color was the top",Calvin Klein,color,TikTok,"{ likes: 5, date: '2024-01-13 16:02:06'}"
"JEREMY ALLAN WHITE LOOKS LIKE GENE WILDER 😭😭😭",Calvin Klein,like,TikTok,"{ likes: 0, date: '2024-02-18 02:06:56'}"
"u can find one in h&m",Calvin Klein,H&M,TikTok,"{ likes: 1, date: '2024-01-28 01:49:41'}"
"Silently clicks on “#stich with Calvin Klein",Calvin Klein,Calvin Klein,TikTok,"{ likes: 0, date: '2024-02-11 20:19:17'}"
"He video he got em custom form calvin Klein",Calvin Klein,Calvin Klein,TikTok,"{ likes: 0, date: '2024-02-04 01:39:16'}"
"Slim Ribbed Tank Top - this is what it’s called at the Calvin klein web store at least the danish ones",Calvin Klein,Calvin Klein,TikTok,"{ likes: 0, date: '2024-01-22 16:46:55'}"
"you look like finneas.",Calvin Klein,like,TikTok,"{ likes: 0, date: '2024-02-25 06:25:36'}"
"Honestly it looks like a Hanes or Jockey tank top",Calvin Klein,like,TikTok,"{ likes: 0, date: '2024-01-17 01:20:20'}"
"It’s probably from like Zara woman section or something like that",Calvin Klein,like,TikTok,"{ likes: 0, date: '2024-01-29 16:34:10'}"
"same! I would love that tank top!",Calvin Klein,love,TikTok,"{ likes: 0, date: '2024-01-16 16:22:46'}"
"why does he always look like he has something to tell us but he's thinking twice about it...?",Calvin Klein,like,TikTok,"{ likes: 0, date: '2024-01-28 21:07:56'}"
"I thought the same ! Want that tank !",Calvin Klein,thought,TikTok,"{ likes: 0, date: '2024-01-14 20:55:24'}"
"it looks like a g unit tank",Calvin Klein,like,TikTok,"{ likes: 0, date: '2024-01-13 04:59:10'}"
"My father has one.... Classic",Calvin Klein,classic,TikTok,"{ likes: 0, date: '2024-01-11 18:06:13'}"
"I replied the other day Go to Calvin Klein’s site (Calvin Klein.us) it’s called a ribbed racerback tank top in white of course… $49.90",Calvin Klein,Calvin Klein,TikTok,"{ likes: 7, date: '2024-01-13 20:06:58'}"
"this one in ad looking many x better and in this shop selling something looking like first one from Alibaba/AliExpress shop for high price 😂",Calvin Klein,price,TikTok,"{ likes: 0, date: '2024-02-25 09:09:17'}"
