,Brand,Search,Comments,Source,Additional info
14404,Mango,comparison,Mango Tasting & Comparison | Kent Mango vs. Manila Mango+Manila mango is from Mexico. The mango from the Philippines is called carabao mango. The Philippines already protested before to the Mexican government about this issue. Here in Saudi some coconut water drink are labeled Manila and Laguna but they are produced from Thailand.,https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14405,Mango,comparison,"Mango Tasting & Comparison | Kent Mango vs. Manila Mango+That manila mango comes from mexico, not from the philippines, the original manila mango is very sweet with little sourness",https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14406,Mango,comparison,"Mango Tasting & Comparison | Kent Mango vs. Manila Mango+the manila mango (or what we call in the philippines as mango), thats how good mango taste and feels like. it has a jelly like texture and its very sweet.  its only tangy if its not perfectly ripe.  of all the mangoes around the world, only the philppine mango (as far as i know) hold that distinct texture.",https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14407,Mango,comparison,Mango Tasting & Comparison | Kent Mango vs. Manila Mango+Kent is better,https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14409,Mango,comparison,Mango Tasting & Comparison | Kent Mango vs. Manila Mango+followed ya brotha <3,https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14410,Mango,comparison,Mango Tasting & Comparison | Kent Mango vs. Manila Mango+The best are from Sinaloa. The climate makes for great Kent AND Manila Mangoes. Home grown is very best. Picked right off the tree. I wish I had more room but for my Manila to pick from Sept-Oct.,https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14411,Mango,comparison,Mango Tasting & Comparison | Kent Mango vs. Manila Mango+A lot of opinion for just two mangos,https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14429,Mango,comparison,Mango Tasting & Comparison | Kent Mango vs. Manila Mango+Manila mango is the best,https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14448,Mango,popular,Top 10 Sweetest Mango Types In The World.+Is there a SEEDLESS carabao mango? Where can I buy a young plant -- in Mero-Manila -- that is ready for transplanting in my backyard?,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14449,Mango,popular,Top 10 Sweetest Mango Types In The World.+much mango variety in india,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14450,Mango,popular,"Top 10 Sweetest Mango Types In The World.+The best Mango Philippine Mango, The Best Dessert Philippines Mango Float, the best Snacks Philippine Dried Manggoes,️️",https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14451,Mango,popular,"Top 10 Sweetest Mango Types In The World.+Alphonso and carabao mangoes are best in sweet no doubt, but not than ""panduri mangoes"" in India, their bricks are more than 26-29.no other mangoes can't have this range of bricks. alphonso  22-25; mallika 22-24;chousa 23-24;daseri 21-23; kotthapalli kobbari 22-25; mallika 22-25 so and so....",https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14452,Mango,popular,Top 10 Sweetest Mango Types In The World.+Mango is sweet....no doubt..which is the best?  It is not all the ten as you discussed... You will change your mind when you have chance to taste Mallika mango.. weighing more than 600 grams the flavour is something like honey and rose...the sweetness when fully riped stands at 27 brics..the firm flesh is mejestic to enjoy..the fruit is with all flesh and the kernal is much thin like a coin..best of luck to have chance to taste Mallika mango..,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14453,Mango,popular,"Top 10 Sweetest Mango Types In The World.+Nice Video.Educated video , before I know a few sorts of mango types gratitude for share more kinds of mango. Please make more videos about different fruits and vegetables.",https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14454,Mango,popular,Top 10 Sweetest Mango Types In The World.+I have boths number 10 and number 1 in my backyard ( im from argentina ).,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14455,Mango,popular,Top 10 Sweetest Mango Types In The World.+ive tried a manila x miyazaki mango hybrid and it was probably the BEST mango ive tried along with the rare indian black mango which tasted like durian without the smell.,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14456,Mango,popular,Top 10 Sweetest Mango Types In The World.+These Westerners have no idea about Bangladeshi mangoes,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14457,Mango,popular,Top 10 Sweetest Mango Types In The World.+The best,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14459,Mango,popular,Top 10 Sweetest Mango Types In The World.+Green crunchy mangang kalabaw with bagoong. Oh my God its to die for!,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14460,Mango,popular,Top 10 Sweetest Mango Types In The World.+Philippines 🇵🇭🇵🇭🇵🇭 number 1 !!!,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14461,Mango,popular,Top 10 Sweetest Mango Types In The World.+Try Indonesian mango.. #Harummanis.,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14462,Mango,popular,Top 10 Sweetest Mango Types In The World.+Chaunsa mangoes variety in Pakistan of Multan area is the best with morvalous declious,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14463,Mango,popular,Top 10 Sweetest Mango Types In The World.+Redo the video and remove tommy and Mexican mango. Ever heard of madam Francine mango fr Haiti or East Indian mango from Jamaica? Must try these.,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14464,Mango,popular,"Top 10 Sweetest Mango Types In The World.+Cebu,Negros Oriental and Guimaras mangoes are the best varieties..sweet,thin seed ,excellent taste !!",https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14465,Mango,popular,Top 10 Sweetest Mango Types In The World.+great and sweet fruit...so good,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14466,Mango,popular,Top 10 Sweetest Mango Types In The World.+Zambales mangoes is #1,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14486,Mango,popular,Top 10 Sweetest Mango Types In The World.+GUIMARAS mangoes not Carabao Mangoes from Manila..,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14487,Mango,popular,"Top 10 Sweetest Mango Types In The World.+Awesome,my favorite fruit",https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14488,Mango,popular,Top 10 Sweetest Mango Types In The World.+Manila mangoes came from Guimaras Island in the visayas in the Philippines,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14489,Mango,popular,"Top 10 Sweetest Mango Types In The World.+Educated video , before I know a few sorts of mango types gratitude for share more kinds of mango. Please make more videos about different fruits and vegetables.",https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14490,Mango,popular,"Top 10 Sweetest Mango Types In The World.+all mangoes are the best, but each has a different taste, either way i love them all.",https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14491,Mango,popular,Top 10 Sweetest Mango Types In The World.+I love them all equally,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14492,Mango,popular,Top 10 Sweetest Mango Types In The World.+I am from Pakistan and Chaussa is my favorite one and it is from Multan. But I don't know that there are so much types. I hope that I would try all of them in the future. Love from Pakistan.,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14494,Mango,popular,Top 10 Sweetest Mango Types In The World.+Great in summer season,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14495,Mango,popular,Top 10 Sweetest Mango Types In The World.+No one beats Philippine Mango. The smell alone is to die for.,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14496,Mango,popular,"Top 10 Sweetest Mango Types In The World.+kottorkonam of Trivandrum, India is a unique flavoured one .also its redish yellow color is very attractive",https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14498,Mango,popular,Top 10 Sweetest Mango Types In The World.+Kesar mango should be added in liat,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14499,Mango,popular,Top 10 Sweetest Mango Types In The World.+Nam D O K. Robot is funny.,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14501,Mango,popular,"Top 10 Sweetest Mango Types In The World.+This video has an error , because it is base mangoes imported into the US, i maybe wrong is there a taste test of countries all over the world",https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14502,Mango,popular,Top 10 Sweetest Mango Types In The World.+Wrong! Carabao Mango sucks the Philippine's best Mango is super Galila Mango from the Island of Guimaras.,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14503,Mango,popular,"Top 10 Sweetest Mango Types In The World.+Respect the guinness world record, Carabao Mango is the sweetest",https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14504,Mango,popular,Top 10 Sweetest Mango Types In The World.+Guimaras island western visayas,https://www.youtube.com//watch?v=RPQGbqYpAUU&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14505,Mango,popular,Most Popular Mango Varieties from 2022+Better find the Manila or Carabao mango from the Philippines. I grew one from seed. Now i got a lot of it by grafting branches into my other mango trees.,https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14506,Mango,popular,Most Popular Mango Varieties from 2022+I've just never found a Ceci-Love. Gave up and planted others.,https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14507,Mango,popular,Most Popular Mango Varieties from 2022+What's the best kind for Louisiana area to grow,https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14508,Mango,popular,"Most Popular Mango Varieties from 2022+I think Indian mangoes are not suitable for USA. Here in India most of mangoes come from hot climate zones. Mango needs hot climate. UP, West Bengal, Maharashtra, Gujarat are very hot climate zones, mangoes from thes e states tastes better.",https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14509,Mango,popular,"Most Popular Mango Varieties from 2022+I ordered a few grafted trees from them back in July I can’t wait for them to be ship out. a few sugarloafs , M4 and lemon zest . You da man Alex . Mango season is just around the corner :)",https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14510,Mango,popular,"Most Popular Mango Varieties from 2022+I just planted my mango trees about a year ago at my current (new to me) house.  Sugarloaf, CeciLove (thank you, Alex!), and Orange Sherbet, and Honey Kiss and Little Gem to balance things out.  I have limited yard space.  My neighbors have two early season trees--PPK(Lemon Meringue) and an excellent seedling with Indian flavor.  Another neighbor has a very good seedling with a Kent flavor that is mid-season.  So all in all, we're in pretty good shape.  I'm encouraging a relative with a new house to plant PIckering, Lemon Zest (considered by many to be the GOAT), and Cac.  Other varieties I considered were M-4 and Pina Colada.  I guess M-4 could be grafted onto the Sugarloaf.",https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14512,Mango,popular,Most Popular Mango Varieties from 2022+Is ‘Bolt’ a good mango?,https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14513,Mango,popular,Most Popular Mango Varieties from 2022+Awesome videos especially with Alex and his knowledge!,https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14514,Mango,popular,"Most Popular Mango Varieties from 2022+Everything is practically blooming or has swollen buds breaking blooms everything except for about a hand full of varieties- Edward, 2nd Venus, Zill Indochinese, Pina Colada, Orange Essence and some recent grafts- PKM, Rumani, and Karen Michelle",https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14515,Mango,popular,Most Popular Mango Varieties from 2022+Valuable video,https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14516,Mango,popular,"Most Popular Mango Varieties from 2022+Great video, Paul!   Regarding Saigon variety -- I heard Florigon is a good variety, a cross between Saigon and some local Florida variety. I got ST Maui, Sweet Tart, Sindhu (Indian variety) and Angie from Alex last fall.  All doing really well in pots indoor.",https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14517,Mango,popular,Most Popular Mango Varieties from 2022+I just recently picked up a 40-26 from Alex Tropical Acres that was a grafting request. It doesn't seem popular but supposed to be in the Gary/coconut flavor group but with better growing habits than Gary. Gonna plant it soon.,https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14518,Mango,popular,Most Popular Mango Varieties from 2022+Paul not sure if you noticed but in the introduction of the video you said 2002 but it’s all good Alex and the rest of the YouTube community who supports your channel knew what you meant. You meant to say 2022. Take care my friend and keep the videos coming. You are loaded with great information.,https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14520,Mango,popular,Most Popular Mango Varieties from 2022+how can I get mango trees shipped to the uk?,https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14537,Mango,popular,Most Popular Mango Varieties from 2022+My first mango tree will be Keiow Sayoy Thai sweet green mango so good.  I have to wait till I move down to FL. Hope I can find one.,https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14538,Mango,popular,"Most Popular Mango Varieties from 2022+Is the ""Saigon"" synonymous with ""CAC Saigon?""  I realize that ""CAC"" and ""CAC Saigon"" are two different varieties, but I heard Alex mention ""Saigon,"" and then wondered.",https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14539,Mango,popular,Most Popular Mango Varieties from 2022+Dang I missed out I was at the front gate last year to come visit but i think it was a Sunday/ no one was around :( better luck next time!,https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14540,Mango,popular,"Most Popular Mango Varieties from 2022+The land has yet to start waking up here, but I’m looking forward to seeing how our peach, apple, cherry, pear and apricot trees are coming along after this harsh winter we had. I’m hoping this year we get their first good crop! They’re a nice 6-8 feet tall.",https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14542,Mango,popular,Most Popular Mango Varieties from 2022+Why is Manilita not mentioned ?! I love this mango. It has the texture of jello/custard.,https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14543,Mango,popular,"Most Popular Mango Varieties from 2022+Thanks Man, I'm New and i like this channel",https://www.youtube.com//watch?v=4dFIdg2iF0s&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
14568,Mango,popular,"39 Popular varieties of Mango in the world | PART 2 | Top mango varieties @dugaidana+Nice,*** lovely mangoes,***; western Australia",https://www.youtube.com//watch?v=Eg4OqYjqkyg&pp=ygUOTWFuZ28gcG9wdWxhciA%3D,
