,Brand,Search,Comments,Source,Additional info
8708,ASOS,quality,The Best Quality Affordable Fashion Brands+Some mango pieces have lasted me 3-4 years. Since I entered and left University. I also bought from their Outlet and you get good items (although you need to know what to buy). But for real every pant Ive bought in Mango has lasted me at least 1.5-2 years for me. I even have two suits that are impeccable.,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8710,ASOS,quality,"The Best Quality Affordable Fashion Brands+You are doing great videos mate ! Thank you! It's a shame Arket doesn't deliver to the US, will try COS and Weekday.",https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8711,ASOS,quality,"The Best Quality Affordable Fashion Brands+The problem I have with a lot of these brands is sizing. I'm 6""3' 215lbs. Either their larger sizes are immediately out of stock or they don't even bother making them. Or, their 2XL will fit like an L. Or, my favorite, the larger sizes will be significantly more expensive. There is a certain body type and size person most mid to high fashion want to wear their clothing. And it's definitely not me.",https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8712,ASOS,quality,"The Best Quality Affordable Fashion Brands+Cos is an overpriced rubbish. The cut, design and the construction of their garments are okay but the fabrics what they are using is awful and they are unwearable after couple of wash.",https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8713,ASOS,quality,The Best Quality Affordable Fashion Brands+any recommendations for oversized and slightly cropped hoodies like cole buxton and yeezy gap but for a cheaper price?,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8715,ASOS,quality,The Best Quality Affordable Fashion Brands+Surprised Everlane isn't on the list. They make decent quality basics and they have sales pretty often.,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8716,ASOS,quality,"The Best Quality Affordable Fashion Brands+Almost forgot about Marks and Spencer, they have here in my country, might check them out I didn't know they're kinda affordable as well since I tend to avoid their stores since I thought they're expensive lol. My only choice was always Uniqlo, since their market is so height friendly (I'm 5'6'' only lol). And their quality is so above H&M, H&M's clothes don't last me at all. There's Muji as well, I'm not sure if they have stores from where you live tho, Harry. I'd classify Muji as an upgraded Uniqlo, you might want to check them out as well!",https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8717,ASOS,quality,The Best Quality Affordable Fashion Brands+This was a sick video! so many brands i've never heard of. Admittedly I get a lot of pieces from Zara and H&M...lmao. Looking forward to trying some of the other ones out!,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8718,ASOS,quality,The Best Quality Affordable Fashion Brands+It's interesting that 3 of the brands on this list are owned by H&M.,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8719,ASOS,quality,"The Best Quality Affordable Fashion Brands+not related to clothes but he's right, M&S fruit and veg is top tier",https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8720,ASOS,quality,The Best Quality Affordable Fashion Brands+You missed Reiss,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8721,ASOS,quality,"The Best Quality Affordable Fashion Brands+Of these, the only ones I’m familiar with are Uniqlo and ASOS. It looks like I have a lot to look into now. I’m excited.",https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8740,ASOS,quality,"The Best Quality Affordable Fashion Brands+Hey Harry, I just wanted to say I discovered your channel a few days ago and have already picked up some really excellent tips.  Love your style!",https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8741,ASOS,quality,The Best Quality Affordable Fashion Brands+Sale items from Everlane are usually pretty affordable,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8742,ASOS,quality,The Best Quality Affordable Fashion Brands+None of those brands are cheap,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8743,ASOS,quality,The Best Quality Affordable Fashion Brands+Uniqlo u airism shirt in white is one of the most versatile pieces out there. A great introductory piece into oversized clothes,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8744,ASOS,quality,"The Best Quality Affordable Fashion Brands+UNIQLO it's the best brand, i love your products",https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8745,ASOS,quality,"The Best Quality Affordable Fashion Brands+I seem to buy about 70% of my clothes from Marks and Spencer.  I have a very basics orientated style, I have a local accessible store and for the very reasonable prices I struggle to find reasons to buy clothes elsewhere.  I bought a pair of jeans from Uniqlo online recently and I really felt like I was pushing the boat out!",https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8746,ASOS,quality,The Best Quality Affordable Fashion Brands+Harry! 100k subs!! I remember when  you had a couple of thousand - knew you'd do well:),https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8747,ASOS,quality,"The Best Quality Affordable Fashion Brands+I have spent so much money in Arket and ended up hating the brand. Now it is a no go, together with Zara, just for the quality. Or lack thereof. From all those under h&m I think &other stories and cos have the better quality. I have had a couple of monki pieces that are indestructible.",https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8748,ASOS,quality,The Best Quality Affordable Fashion Brands+God bless for this video. Just found pieces I’ve wanted for along time but couldn’t afford the super expensive brands. These cheaper brands have solid fits,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8749,ASOS,quality,The Best Quality Affordable Fashion Brands+Why would you not mention prices when talking about affordability?,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8750,ASOS,quality,"The Best Quality Affordable Fashion Brands+I appreciate your videos Harry but I'd just like to point out - COS and Arket are owned by the H&M Group, and at then end you say you are skeptical of H&M's sustainability practices. In addition, H&M Group is not very ethical. Almost none of its supply chain is certified by labor standards which ensure worker health and safety, living wages or other labor rights. I understand the point of the video is to showcase quality affordable brands, but if you are going to bring up these topics I hope you present information to your audience properly.",https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8751,ASOS,quality,The Best Quality Affordable Fashion Brands+This is a very good content! I would love if you did something similar for women,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8752,ASOS,quality,The Best Quality Affordable Fashion Brands+Asos popular here in saudi i like them,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8753,ASOS,quality,"The Best Quality Affordable Fashion Brands+Being a tall chap, the thing I struggle with is sleeve and trouser length. I agree that M&S have upped their game recently, and I really like the look of some of their shirts for example, however the arm length in my usual size is ridiculously short! Going up a size makes it look like I'm wearing a barrel!",https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8754,ASOS,quality,"The Best Quality Affordable Fashion Brands+arket, asket.. man people need to name brands better",https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8755,ASOS,quality,The Best Quality Affordable Fashion Brands+Really like arket. Unfortunately their smalllest size is a 46 which is just too big for me (im a 44). Quite weird actually. Mango is also a solid option,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8756,ASOS,quality,"The Best Quality Affordable Fashion Brands+Would love to see a video on your favourite mid range priced brands?? Like ALD, Acne studios? Around that price range. Thanks man, great video!",https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8757,ASOS,quality,The Best Quality Affordable Fashion Brands+Sounds like Pooh bear!,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8758,ASOS,quality,The Best Quality Affordable Fashion Brands+Low key some of my favourite pieces are from Marks and Spencer lol,https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8759,ASOS,quality,"ASOS Clothing Review 2020 | Selection, Quality, Fit & Price+Try contacting Asos when something is wrong with the clothes, or something goes wrong with refunds, there is no way of contaacting them they are invisible.",https://www.youtube.com//watch?v=RppBrHJ3a1g&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8760,ASOS,quality,"ASOS Clothing Review 2020 | Selection, Quality, Fit & Price+For fat guys I’d say ASOS is the best",https://www.youtube.com//watch?v=RppBrHJ3a1g&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8761,ASOS,quality,"ASOS Clothing Review 2020 | Selection, Quality, Fit & Price+Cool products but return experience miserable leaving you packing back and taping back your boxes and printing back a return label before hitting the ups store nearby ... when They sent the wrong shoe size. Nothing like amazon for returns.",https://www.youtube.com//watch?v=RppBrHJ3a1g&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8762,ASOS,quality,"ASOS Clothing Review 2020 | Selection, Quality, Fit & Price+hows the quality and longevity?",https://www.youtube.com//watch?v=RppBrHJ3a1g&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8763,ASOS,quality,"ASOS Clothing Review 2020 | Selection, Quality, Fit & Price+Asos is perfect for a slim 6ft 3 guys like me. If your tall finding something that fits lengthwise that isn't baggy or loose is a godsend.",https://www.youtube.com//watch?v=RppBrHJ3a1g&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8764,ASOS,quality,"ASOS Clothing Review 2020 | Selection, Quality, Fit & Price+I did a biggg haul today because they have a huge selection and they have my sizes and they’re priced mediocre but their stuff looks amazing so I hope it fits me well bc I’m 14 and 6’0",https://www.youtube.com//watch?v=RppBrHJ3a1g&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8765,ASOS,quality,"ASOS Clothing Review 2020 | Selection, Quality, Fit & Price+awesome vid bro! gonna check out Asos now. also just a note: 2:18 did you mean to put ""Qulility""?",https://www.youtube.com//watch?v=RppBrHJ3a1g&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8766,ASOS,quality,"ASOS Clothing Review 2020 | Selection, Quality, Fit & Price+It was a good videobro keep up the great work",https://www.youtube.com//watch?v=RppBrHJ3a1g&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8807,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Hi everyone! This video is the first one where I test brands & look at their quality. Do you like it? Do you want more? Let me know!  PS: if you are looking for the leggings video, it's here: https://youtu.be/GAGMjUj8DEc",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8808,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I never ever considered that the items that I order are misshaped, I always blamed it on my body. Thank you for the eye opening!",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8809,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Woah this is such an eye-opener... Here I was always thinking it was my body that was disproportioned. Thank you!!,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8810,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I lived in China for two years, and came across many of the same issues that you mention in your video in clothing I purchased there.  Sleeves too short & too narrow, busts too tight, extremely short-waisted clothing, etc. I think this is because of the market for which the clothing is prepared. Chinese women tend to be (though not always!) quite petite, thin arms, short waisted, etc.  However, non-Asian bodies do not typically fit this profile. My suspicion would be that Asos clothing is either made in China, or used clothing originally made for the Chinese market. Also, I really appreciate your videos, Justine! So informative",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8811,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I've seen a lot of 'haul' videos but this is outstanding. Your garment-maker's eye and knowledge of the industry really felt like i was getting tools to use to evaluate clothes rather than just watching someone try on a garment and see if they 'like' it. More like this, please!  Especially a 'good brands' take!",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8812,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Could you make a video for H&M's & Zara's quality? :),https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8813,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+please test some ""better"" quality brands - maybe madewell, j. crew.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8814,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I have never seen anyone review clothes like this. This entire time, I have thought something was wrong with MY body. Now I'm laughing my a$$ off at the fact that I will do anything to critique myself and not critique the people that make this stuff! It makes so much sense! Thank you!",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8815,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I think there is a misconception here. Even if the garment is expensive it does not mean that garment maker was paid a fair wage. Even more expensive designers engage in unethical practices.,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8816,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Loved this.  Love this idea.  I'd really love to see a video where you feature a nicer brand.  Most of us can guess the ""fast fashion"" brands but I""m having more trouble finding ethical/sustainable brands.  I can't afford designer items.  I'd love to know where to shop and what brands to shop for well-made, ethical, sustainable clothing.  A lot of brands aren't very transparent with their sourcing and manufacturing methods.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8817,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+The missing fabric under the arms is one of my biggest pet peeves with clothing! I'm glad you pointed it out,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8818,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+fast fashion is still too expensive for me LOOL,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8819,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Thank you for doing this video Justine! Too often when clothes don't fit properly, we rush to think that there is something wrong with certain parts of our body, when in fact it was a design or production flaw. I really appreciated your perspective.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8820,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I love your constructive criticism, most people simply say they don't like it or it's cheap but you point out why from a professional point of view.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8821,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I love ASOS, but you definitely got unlucky with these ones. I have ordered with them quite a few times (15 at least) and gotten lucky though, most of them ASOS Design, although I wont deny that when in doubt I order Up and then sew the excess of fabric, so maybe thats a reason why I dont complain about the sizing as much",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8822,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+question is, who can afford non fast fashion items? Seriously asking you. And in a lot of cases private 'boutiques' will offer the same cheap quality Chinese mass produced clothes, just priced even higher. I can't afford to pay 300 euros for a top or 400 euros for a dress. At this part of Europe, a lot of people earn around 600 euros A MONTH.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8823,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I thought ASOS was a legit, high-quality brand up until I received clothes from them. I ordered a ruffle top that looked thick and flowy with several layers of fabric....what I received was three thin strips sewn onto a cheap mesh with uneven sleeve ruffles. The long-sleeved crop top I ordered was the thinnest material I've ever felt, too. You can see the model's pasties through the fabric.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8824,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+As a plus size woman it is really difficult to find clothes that are fashionable and affordable, ASOS is one of the few shops which caters to this need. I think most people would buy better quality clothing that fit if they could afford it (or if it was made; plus size clothing is normally overpriced and poor quality)",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8825,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+While I agree with the concerns about ethics and quality, I believe that fit is another matter. We all have different body types and the sizing guide is usually a good predictor of the brand being a good fit for your particular body or not. The dresses were not from the tall range, so I find it unfair to say they’re not well tailored for not fitting a taller woman. I’m not a huge ASOS fan, but I think that one thing that makes them popular is having Tall, Petite and Plus size lines with a vast selection. They even have a small Full Bust section.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8827,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Yes. Please test more brands. Please find some you can recommend.,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8828,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I think that seeing you trying Bohoo's  clothes would be hilarious,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8829,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Hi Justine. Could you review a few more brands? Such as: Loft, Uniqlo, and Gap? I really enjoyed your review of ASOS. :)",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8830,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+This makes me feel so much better about my many ASOS fails,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8831,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Could you make a video with brands you like or ones that sell good quality, thought through clothing? I'm lost in the jungle",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8832,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+asos is the best online shopping platform. never had a single fail and im a regural shopper there!  if you expected a designer cut garment then you went to the wrong place....,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8833,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I dunno. I like your channel but as a designer I'm surprised that YOU were surprised by how any of it turned out. I feel like the pictures were pretty dang accurate. Of course they're being worn by some beautiful women, with excellent lighting. I'm not a designer and knew exactly what you were getting into, and not because I was being skeptical. You even at one point mention how shocked you were by some the fabric on the black dress being so thick. How did you think it kept its shape? Not to mention you got absolutely nothing that would flatter you, really. I think ASOS has some fine fast fashion. Fast fashion does mean you're sacrificing quality, and potentially ethical production, etc. But that's its whole purpose. It's meant to be as disposable as the trends. This video wasnt reassuring to your expertise whatsoever.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8834,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+i don't wear dresses and i don't really have reason to buy tops like the beaded or sequinned ones, but i have have really good experiences getting denim from them! as a petite person it's really hard to find denim that fits, and theirs seems to not only do that but also be good quality (although i agree the sizing isn't always consistent)",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8835,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Hate to say this but I don't actually see the point of this video really. Unless someone buys a tailored outfit, it's never going to fit right because everyone's body is different so it's not really about the brand, all clothes are manufactured with sizing differences. No matter how much I've paid for an outfit (even up to $2000), it's just NEVER fitted perfectly because my body isn't the same size top and bottom and my boobs are just not proportionate to my waist and I don't see how any company is going to make that any better? And to be fair, all these clothes can be returned. It's not like as if the companies are forcing you to accept their imperfect sizing. I'm not by any means a hardcore ASOS fan, I've never bought anything from there myself but I don't agree with this brand bashing because not a lot of people can afford to pay more for pieces and the idea of a capsule wardrobe just isn't for everyone either. Ahhh, sorry for the essay lol",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8836,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Omg! The missing armpit fabric is such an ASOS issue!!! I have stuff from them that are like that and they are very annoying and uncomfortable when worn,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8837,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Maybe Everlane, or Uniqlo next. I'm curious about these 2 brands but don't trust other vloggers/bloggers opinions about them.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8838,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I am so happy with asos. The best web page, the best customer service, the offer is unbelievable, the prices are very good, the fabrics are really good (i do mostly buy cotton and viscose) and, honestly, i can't remember the last time i was so annoyed with a video. Sorry, but since i discovered asos (during a time in my life wjen i couldn't fit into clothes of any of the high street stores in my city), my mission has become to introduce as many people as i can to asos. Your point of view is very narrow and strict. You should take some other things into consideration too. Fashion designers' job can't only be limited to designing and sewing.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8839,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Is there an affordable, good quality store you can recommend?",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8873,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I love how Asos offers reasonable quality for accessible prices, to us,  you know, the mere mortals. They're fashion forward, innovative, exciting, joyful and colourful! Also, when you buy clothes online, some will fit, and some won't. That's normal  and it's unreasonable to expect otherwise.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8874,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Great video! I think we are starting to forget how clothes should look and feel. Fast fashion immersion is making us expect poorly made and poorly fitting clothes.,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8875,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+How about uniqlo? I like the brand but i would love to hear your views.,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8876,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I love how thorough you are!  Since you are French you could review La Redoute because it markets itself as ""impecable French style"" and I'd love to know your thoughts on that.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8877,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+So far it seems like you can only recommend middle-price and expensive clothes. Would be nice if you would recommend some good ethical stores with low pricing. Like, fast-fashion is bad, we get it. But there are people who cannot afford paying 40 EUR for t-short or 80 EUR for dress. Btw, a lot of people recommend to use only second-hand in such case - but I don't think it's very nice to say that poor people (or even middle-class people, but from developing countries) don't deserve any new clothes. Like, wtf? Also, when it comes to regular argument ""buy expensive clothes and you'll wear them for ages"" - how about children clothes? So far it seems very hypocritical and such videos as this one are clearly targeted on the people with quite high income/high clothes budget.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8878,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Hey Justine, please review na-kd.com. Looking forward to NA-KD review",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8879,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Yes! Please make more of these kinds of videos, they’re super informative",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8880,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Loved this video! I'd like to see a test on mango products, especially on the more ""expensive""  items, to know: is the price difference worth it? Ciao from Italy!",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8881,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+You help me realize even though spending a lot of money can be hard, that it is worth paying for quality garments. Buying less clothes but better quality. Also you help point out things people don't know to look for like how things are cut, the lining, or fabric chosen.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8882,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Really great video - I have never shopped from ASOS - I am so glad I saved my money - you must do this with more brands,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8883,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Could you try bridal and very expensive clothes from Asos?,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
